contributors,coordinates,created_at,display_text_range.0,display_text_range.1,favorite_count,favorited,full_text,geo,id,id_str,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,is_quote_status,lang,metadata.iso_language_code,metadata.result_type,place,possibly_sensitive,retweet_count,retweeted,retweeted_status.contributors,retweeted_status.coordinates,retweeted_status.created_at,retweeted_status.display_text_range.0,retweeted_status.display_text_range.1,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.full_text,retweeted_status.geo,retweeted_status.id,retweeted_status.id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.is_quote_status,retweeted_status.lang,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.place,retweeted_status.possibly_sensitive,retweeted_status.retweet_count,retweeted_status.retweeted,retweeted_status.source,retweeted_status.truncated,retweeted_status.user.contributors_enabled,retweeted_status.user.created_at,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.description,retweeted_status.user.entities.url.urls.0.display_url,retweeted_status.user.entities.url.urls.0.expanded_url,retweeted_status.user.entities.url.urls.0.indices.0,retweeted_status.user.entities.url.urls.0.indices.1,retweeted_status.user.entities.url.urls.0.url,retweeted_status.user.favourites_count,retweeted_status.user.follow_request_sent,retweeted_status.user.followers_count,retweeted_status.user.following,retweeted_status.user.friends_count,retweeted_status.user.geo_enabled,retweeted_status.user.has_extended_profile,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.is_translation_enabled,retweeted_status.user.is_translator,retweeted_status.user.lang,retweeted_status.user.listed_count,retweeted_status.user.location,retweeted_status.user.name,retweeted_status.user.notifications,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.protected,retweeted_status.user.screen_name,retweeted_status.user.statuses_count,retweeted_status.user.time_zone,retweeted_status.user.translator_type,retweeted_status.user.url,retweeted_status.user.utc_offset,retweeted_status.user.verified,source,truncated,user.contributors_enabled,user.created_at,user.default_profile,user.default_profile_image,user.description,user.entities.description.urls.0.display_url,user.entities.description.urls.0.expanded_url,user.entities.description.urls.0.indices.0,user.entities.description.urls.0.indices.1,user.entities.description.urls.0.url,user.entities.url.urls.0.display_url,user.entities.url.urls.0.expanded_url,user.entities.url.urls.0.indices.0,user.entities.url.urls.0.indices.1,user.entities.url.urls.0.url,user.favourites_count,user.follow_request_sent,user.followers_count,user.following,user.friends_count,user.geo_enabled,user.has_extended_profile,user.id,user.id_str,user.is_translation_enabled,user.is_translator,user.lang,user.listed_count,user.location,user.name,user.notifications,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_banner_url,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.protected,user.screen_name,user.statuses_count,user.time_zone,user.translator_type,user.url,user.utc_offset,user.verified
,,Tue Sep 10 08:39:22 +0000 2019,,279,1,,"RT @UnitedMinds11: LOADS OF YUMMY PLANT BASED RECIPES FOR A HEALTHIER LIFESTYLE! MORE INSIDE, CHECK IT OUT! https://t.co/eBtWzVXwgX #Vegan #VeganDiets #VeganRecipes #Health #Diet #Weightloss #Nutrition #PlantBasedFoods #VeganGuide #Recipes #Food #Cookbook #Cookbookguide #Love #…",,1171342388637437952,1171342388637437952,,,,,,,en,en,recent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",,,Fri Oct 07 18:37:34 +0000 2016,,,👁️👑🐨,,,,,,,,,,,45,,303,,50,,,784462687954735104,784462687954735104,,,,6,,mehdi.gh,,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,,,http://pbs.twimg.com/profile_images/998849399982735360/J0vq8jJ5_normal.jpg,https://pbs.twimg.com/profile_images/998849399982735360/J0vq8jJ5_normal.jpg,FAB81E,000000,000000,000000,,,mehdi_eck,61324,,none,,,
,,Tue Sep 10 07:52:41 +0000 2019,,279,1,,"RT @UnitedMinds11: LOADS OF YUMMY PLANT BASED RECIPES FOR A HEALTHIER LIFESTYLE! MORE INSIDE, CHECK IT OUT! https://t.co/JzwL53ydXT #Vegan #VeganDiets #VeganRecipes #Health #Diet #Weightloss #Nutrition #PlantBasedFoods #VeganGuide #Recipes #Food #Cookbook #Cookbookguide #Love #…",,1171330640098353152,1171330640098353152,,,,,,,en,en,recent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",,,Thu Mar 30 14:24:23 +0000 2017,True,,,,,,,,youtube.com/channel/UCDHto…,https://www.youtube.com/channel/UCDHto5LdWLNt7lnhdeoQWtQ/,,23,https://t.co/7UbsHc1gnK,8,,587,,9,,,847454460511100928,847454460511100928,,,,3,,Foodielicious,,F5F8FA,,,,https://pbs.twimg.com/profile_banners/847454460511100928/1529828592,http://pbs.twimg.com/profile_images/1013757639816196097/faf9-_0x_normal.jpg,https://pbs.twimg.com/profile_images/1013757639816196097/faf9-_0x_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,,Foodielicious6,61919,,none,https://t.co/7UbsHc1gnK,,
,,Tue Sep 10 07:40:12 +0000 2019,,279,1,,"RT @UnitedMinds11: LOADS OF YUMMY PLANT BASED RECIPES FOR A HEALTHIER LIFESTYLE! MORE INSIDE, CHECK IT OUT! https://t.co/mGsbtqksKn #Vegan #VeganDiets #VeganRecipes #Health #Diet #Weightloss #Nutrition #PlantBasedFoods #VeganGuide #Recipes #Food #Cookbook #Cookbookguide #Love #…",,1171327498543648769,1171327498543648769,,,,,,,en,en,recent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",,,Mon Jan 24 00:49:26 +0000 2011,,,"Superfood company focused on Baobab. Mission is to make products as natural as possible. Superfood powder, chews, and skin care oil made with power of baobab.",,,,,,powbab.com,http://powbab.com,,23,https://t.co/oStef1M0Me,427,,629,,398,,,242123838,242123838,,,,14,"Oak Brook, IL",powbab,,ECE6C7,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,,https://pbs.twimg.com/profile_banners/242123838/1495570529,http://pbs.twimg.com/profile_images/427636933959757824/VnEHj7iG_normal.png,https://pbs.twimg.com/profile_images/427636933959757824/VnEHj7iG_normal.png,AACFB4,A59782,EFCBAC,BDB49B,True,,powbab,11520,,none,https://t.co/oStef1M0Me,,
,,Tue Sep 10 07:19:34 +0000 2019,,279,1,,"RT @UnitedMinds11: LOADS OF YUMMY PLANT BASED RECIPES FOR A HEALTHIER LIFESTYLE! MORE INSIDE, CHECK IT OUT! https://t.co/DoCLcmmWkX #Vegan #VeganDiets #VeganRecipes #Health #Diet #Weightloss #Nutrition #PlantBasedFoods #VeganGuide #Recipes #Food #Cookbook #Cookbookguide #Love #…",,1171322304179167232,1171322304179167232,,,,,,,en,en,recent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",,,Sat Feb 13 08:12:22 +0000 2010,,,❤️🦄,,,,,,drorkobi.wixsite.com/human-design,https://drorkobi.wixsite.com/human-design,,23,https://t.co/7P1KUdvSnQ,115,,577,,1529,True,True,113859942,113859942,,,,8,Israel,COSMIC WORLD,,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,,https://pbs.twimg.com/profile_banners/113859942/1532041148,http://pbs.twimg.com/profile_images/974442495328301057/xuRMatCi_normal.jpg,https://pbs.twimg.com/profile_images/974442495328301057/xuRMatCi_normal.jpg,1B95E0,000000,000000,000000,,,venushorizon,61684,,none,https://t.co/7P1KUdvSnQ,,
,,Tue Sep 10 07:14:06 +0000 2019,,139,,,"RT @UnitedMinds11: LOADS OF YUMMY PLANT BASED RECIPES FOR A HEALTHIER LIFESTYLE! MORE INSIDE, CHECK IT OUT! https://t.co/agoRmzOmfU #Vegan…",,1171320928191635457,1171320928191635457,,,,,,,en,en,recent,,,1,,,,Tue Sep 10 07:00:15 +0000 2019,,273,2,,"LOADS OF YUMMY PLANT BASED RECIPES FOR A HEALTHIER LIFESTYLE! MORE INSIDE, CHECK IT OUT! https://t.co/agoRmzOmfU #Vegan #VeganDiets #VeganRecipes #Health #Diet #Weightloss #Nutrition #PlantBasedFoods #VeganGuide #Recipes #Food #Cookbook #Cookbookguide #Love #HealthyRecipes",,1171317443505086464,1171317443505086464,,,,,,,en,en,recent,,,1,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",,,Tue Nov 28 18:58:52 +0000 2017,True,,"🌎✨💖✨💎✨💛✨💎✨💚✨🌍
💖Promo Page |Saving 🌍 ⏳|
👉📱Education|Fitness|Health|Lifestyle💚✨💎✨💜✨💎🌟💙✨💎✨🔶",,,,,,491,,102,,412,,,935583788616126464,935583788616126464,,,,2,WorldWide,UM11,,F5F8FA,,,,https://pbs.twimg.com/profile_banners/935583788616126464/1511896481,http://pbs.twimg.com/profile_images/935585172451291136/BUiI4C0-_normal.jpg,https://pbs.twimg.com/profile_images/935585172451291136/BUiI4C0-_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,,UnitedMinds11,904,,none,,,,"<a href=""https://twitter.com/tripleplates"" rel=""nofollow"">SmartFavRTBot</a>",,,Mon Dec 07 02:06:52 +0000 2015,True,,"I am a smart bot focused on weightlifting, fitness, and motivation.",,,,,,,,,,,3170,,780,,8,,,4481258965,4481258965,,,,281,,-III-----III-,,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,,https://pbs.twimg.com/profile_banners/4481258965/1449836927,http://pbs.twimg.com/profile_images/674821090456178689/IIfYznhN_normal.jpg,https://pbs.twimg.com/profile_images/674821090456178689/IIfYznhN_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,,tripleplates,29310,,none,,,
,,Tue Sep 10 07:06:57 +0000 2019,,279,1,,"RT @UnitedMinds11: LOADS OF YUMMY PLANT BASED RECIPES FOR A HEALTHIER LIFESTYLE! MORE INSIDE, CHECK IT OUT! https://t.co/AR3GAAZyZj #Vegan #VeganDiets #VeganRecipes #Health #Diet #Weightloss #Nutrition #PlantBasedFoods #VeganGuide #Recipes #Food #Cookbook #Cookbookguide #Love #…",,1171319132840742912,1171319132840742912,,,,,,,en,en,recent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",,,Fri Oct 07 06:26:07 +0000 2016,True,,The Future Of Cryptocurrency. A cryptocurrency is a digital currency that is created and managed through the use of advanced encryption technique's.,,,,,,,,,,,1721,,375,,1216,,True,784278613164068864,784278613164068864,,,,4,"New Delhi, India",Nitin Ranjan,,F5F8FA,,,,https://pbs.twimg.com/profile_banners/784278613164068864/1555563503,http://pbs.twimg.com/profile_images/1117105155780911104/wHKxyVPI_normal.jpg,https://pbs.twimg.com/profile_images/1117105155780911104/wHKxyVPI_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,,me_nranjan,61010,,none,,,
,,Tue Sep 10 07:00:15 +0000 2019,,273,2,,"LOADS OF YUMMY PLANT BASED RECIPES FOR A HEALTHIER LIFESTYLE! MORE INSIDE, CHECK IT OUT! https://t.co/agoRmzOmfU #Vegan #VeganDiets #VeganRecipes #Health #Diet #Weightloss #Nutrition #PlantBasedFoods #VeganGuide #Recipes #Food #Cookbook #Cookbookguide #Love #HealthyRecipes",,1171317443505086464,1171317443505086464,,,,,,,en,en,recent,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",,,Tue Nov 28 18:58:52 +0000 2017,True,,"🌎✨💖✨💎✨💛✨💎✨💚✨🌍
💖Promo Page |Saving 🌍 ⏳|
👉📱Education|Fitness|Health|Lifestyle💚✨💎✨💜✨💎🌟💙✨💎✨🔶",,,,,,,,,,,491,,102,,412,,,935583788616126464,935583788616126464,,,,2,WorldWide,UM11,,F5F8FA,,,,https://pbs.twimg.com/profile_banners/935583788616126464/1511896481,http://pbs.twimg.com/profile_images/935585172451291136/BUiI4C0-_normal.jpg,https://pbs.twimg.com/profile_images/935585172451291136/BUiI4C0-_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,,UnitedMinds11,904,,none,,,
,,Mon Sep 09 22:53:27 +0000 2019,,273,,,"Talking to #flowers because #biologyisthelaw and #plantbasedfoods
🌱🧠🌻🌍♻️✨ Did you talked to your flowers and Nature's ecosystem today ? 💐
""Contrary to popular belief, #dandelions are not just pesky garden weeds. They may have some #health benefits.""
https://t.co/it5UjSAJwc https://t.co/YrOp9hKem2",,1171194939218321409,1171194939218321409,,,,,,,en,en,recent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,Fri Nov 17 23:16:50 +0000 2017,,,"The Future Is VeganBio.
Vegan Bio is a Vegan Food Factory Co & Lab for Planet Health Made in Portugal - Europe for Plants Powered Humanity🌱🌍♻️🥦🥑🍏💚🇵🇹🇪🇺",,,,,,veganbio.pt,http://www.veganbio.pt/,,23,https://t.co/Y1lxxQng6f,4559,,190,,124,,,931662442966536192,931662442966536192,,,,2,"Porto, Portugal",VEGANBIO Ⓥ,,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,,https://pbs.twimg.com/profile_banners/931662442966536192/1510961170,http://pbs.twimg.com/profile_images/1109414316158136322/WLOEtB8X_normal.jpg,https://pbs.twimg.com/profile_images/1109414316158136322/WLOEtB8X_normal.jpg,19CF86,000000,000000,000000,,,VEGANBIOPT,1480,,none,https://t.co/Y1lxxQng6f,,
,,Mon Sep 09 21:36:07 +0000 2019,,190,,,"Everything is dialing just as planned #trainwiththechief #armyvet #texasnpccompetitor #yogi #rasta #beast #over40fitness 
#blackmendoyoga #meditation #plantbasedfoods https://t.co/oJgMIsfKcr",,1171175477345697797,1171175477345697797,,,,,,,en,en,recent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",,,Tue Jul 26 02:25:40 +0000 2016,True,,"U.S. Army Chief Warrant Officer 3 (Ret), combat veteran, PTSD and Glen Mills School for Boys Survivor 💪🏾 Wellness Coach, Mentor and Yogi",,,,,,youtu.be/j-nJqE2xn10,https://youtu.be/j-nJqE2xn10,,23,https://t.co/Ag3t0qPURd,186,,63,,305,,,757763788460335104,757763788460335104,,,,,United States,Chad Diesel,,F5F8FA,,,,https://pbs.twimg.com/profile_banners/757763788460335104/1567724862,http://pbs.twimg.com/profile_images/1172485633400614915/ze2GT0RM_normal.jpg,https://pbs.twimg.com/profile_images/1172485633400614915/ze2GT0RM_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,,ChadHale14,427,,none,https://t.co/Ag3t0qPURd,,
,,Mon Sep 09 19:46:30 +0000 2019,,237,,,"💚HEARTY VEGETABLE &amp; LENTIL SOUP💚 This ticks all the boxes, delicious, healthy, organic, gluten free and FODMAP friendly. #organic #vegan #glutenfree #melbourne #plantbasedfoods #plantbased #fodmap #vegetarian… https://t.co/bC1wTamqWx",,1171147890518978560,1171147890518978560,,,,,,,en,en,recent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",,,Wed May 02 09:35:42 +0000 2012,True,,Our organic cafes have everything you need that is healthy and organic.,,,,,,tofwd.com.au,http://www.tofwd.com.au,,22,http://t.co/y0UHunQVzM,10,,104,,40,,,568957121,568957121,,,,12,28 Degraves St. Melbourne,Jeanette taylor,,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,,,http://pbs.twimg.com/profile_images/2184113997/tofwd__logo_colour_normal.jpg,https://pbs.twimg.com/profile_images/2184113997/tofwd__logo_colour_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,,TOFWD,879,,none,http://t.co/y0UHunQVzM,,
,,Mon Sep 09 18:10:01 +0000 2019,,190,,,"Lunchtime! A #kachava smoothie with blueberries, a splash of unsweetened almond milk, ice, and vanilla ka'chava. #kachavatribe #plantbased #plantbasedfoods #nutrition https://t.co/veqb3ALmh2",,1171123610406326273,1171123610406326273,,,,,,,en,en,recent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",,,Wed Jun 16 20:38:34 +0000 2010,,,"Zumba Fitness and Mixxedfit Instructor! Kids Hip Hop & Jazz dance teacher in southwest Florida. Singer, performer & nerdy girl!",,,,,,,,,,,4468,,157,,621,True,True,156390399,156390399,,,,3,Florida,Ms. Lina G,,1A1B1F,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,,https://pbs.twimg.com/profile_banners/156390399/1505661556,http://pbs.twimg.com/profile_images/909436202163539970/WtL5U2-Z_normal.jpg,https://pbs.twimg.com/profile_images/909436202163539970/WtL5U2-Z_normal.jpg,2FC2EF,181A1E,252429,666666,True,,LinaGMusic,1331,,none,,,
,,Mon Sep 09 13:13:02 +0000 2019,,272,,,"Sircle Snapshot: My POV on #beyondmeat and #KFC partnering up and just my general take on this plant-based meat craze. It is very intriguing for sure, but is it good for you?...
#brandpartnerships #plantbasedmeat  #plantbasedfoods #impossibleburger https://t.co/6Jurk380qK",,1171048868886274048,1171048868886274048,,,,,,,en,en,recent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>",,,Wed Nov 03 02:37:07 +0000 2010,,,"We help brands understand social media and how best to use it to grow their business. We tweet about social media, NYC and other random things.",,,,,,sircle.me,http://sircle.me,,22,http://t.co/NMQhnicIyQ,891,,528,,302,True,,211379155,211379155,,,,40,New York,Adam Brown,,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,,https://pbs.twimg.com/profile_banners/211379155/1532441054,http://pbs.twimg.com/profile_images/458735749009907712/750BEndQ_normal.png,https://pbs.twimg.com/profile_images/458735749009907712/750BEndQ_normal.png,942A20,FFFFFF,686466,493B2D,True,,SircleMedia,6305,,none,http://t.co/NMQhnicIyQ,,
,,Mon Sep 09 05:01:03 +0000 2019,,210,,,"Seeing as how I'm lactose intolerant, I love having more options when it comes to nondairy milk. #lactoseintolerant #plantbasedfoods #healthieralternatives #almondandcoconutmilk #soymilk https://t.co/oJXIRfdX6s",,1170925058602217472,1170925058602217472,,,,,,,en,en,recent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",,,Tue Dec 15 00:40:37 +0000 2009,,,"If you want to know about me, all you gotta do is ask.",,,,,,tumblr.com/blog/peachy-qu…,http://www.tumblr.com/blog/peachy-queen,,23,https://t.co/8ESNZ5knQI,345,,140,,244,,True,96877167,96877167,,,,6,"Here, there, everywhere",Swirl Queen,,FF6699,http://abs.twimg.com/images/themes/theme11/bg.gif,https://abs.twimg.com/images/themes/theme11/bg.gif,True,https://pbs.twimg.com/profile_banners/96877167/1439787753,http://pbs.twimg.com/profile_images/783369945509982208/Jz0bR8Go_normal.jpg,https://pbs.twimg.com/profile_images/783369945509982208/Jz0bR8Go_normal.jpg,B40B43,CC3366,E5507E,362720,True,,Mojitomami,20255,,none,https://t.co/8ESNZ5knQI,,
,,Mon Sep 09 02:03:46 +0000 2019,,238,,,"I ❤🧡💛💚 Fall foods! Stuffed squash and kale for dinner tonight.

#plantbased #vegan #oilfreevegan #whatveganseat #nosos #wfpb  #plantbasedfoods #plantbaseddiet #wholefoodsplantbased #veganfood #wfpbnosos #fallfoods… https://t.co/LGz9QyKhBP",,1170880442662146048,1170880442662146048,,,,,,,en,en,recent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",,,Thu Feb 19 21:55:33 +0000 2009,,,"Military spouse. Student. Future health & wellness coach. Plant-based since '05. Addicted to cooking, eating, Sooner football, & being outdoors.",,,,,,veganmilitarywife.com,http://veganmilitarywife.com,,23,https://t.co/1H24nU13YM,1855,,162,,263,,True,21343794,21343794,,,,5,"Washington, DC",Vegan Military Wife,,709397,http://abs.twimg.com/images/themes/theme6/bg.gif,https://abs.twimg.com/images/themes/theme6/bg.gif,,https://pbs.twimg.com/profile_banners/21343794/1534764926,http://pbs.twimg.com/profile_images/1031504722249822208/T1HtMBZZ_normal.jpg,https://pbs.twimg.com/profile_images/1031504722249822208/T1HtMBZZ_normal.jpg,FF3300,86A4A6,A0C5C7,333333,True,,VegMilitaryWife,1045,,none,https://t.co/1H24nU13YM,,
,,Sun Sep 08 19:31:48 +0000 2019,,228,,,"Some ☀️ on a ⛈ day! A reminder that summer is on it’s way on yet another blustery, cold wet and wild day.  Come and say hi with a warm drink in our new @huskeecup #summer #organic #vegan #plantbasedfoods… https://t.co/UyRu0Oll6r",,1170781802371399681,1170781802371399681,,,,,,,en,en,recent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",,,Wed May 02 09:35:42 +0000 2012,True,,Our organic cafes have everything you need that is healthy and organic.,,,,,,tofwd.com.au,http://www.tofwd.com.au,,22,http://t.co/y0UHunQVzM,10,,104,,40,,,568957121,568957121,,,,12,28 Degraves St. Melbourne,Jeanette taylor,,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,,,http://pbs.twimg.com/profile_images/2184113997/tofwd__logo_colour_normal.jpg,https://pbs.twimg.com/profile_images/2184113997/tofwd__logo_colour_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,,TOFWD,879,,none,http://t.co/y0UHunQVzM,,
,,Sun Sep 08 17:18:53 +0000 2019,,220,1,,"Kale chips &amp; chili 🌱
.
.
.
 #garlic #onion #tomatoes #beans #hotsauce #seasalt #nooch #nutrionalyeast #ontariocorn #plantbasedfoods #plantpowered #homemade #leftoversforlunch @ London, Ontario https://t.co/gHdaa3H0rP",,1170748351299690496,1170748351299690496,,,,,,,ht,ht,recent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",,,Sat Feb 03 22:49:15 +0000 2018,,,"Wanderlust siblings & neighbours meeting the challenges of accessibility ♿️ 
Accessing plant based food  🇨🇦#veganlifestyle #wheelchairlife",,,,,,accessibleveganadventures.com,http://accessibleveganadventures.com,,23,https://t.co/gYT3mkomNe,144,,57,,59,,True,959921752624238593,959921752624238593,,,,3,"London, Canada",♿️ Accessible Vegan Adventures 🌱,,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,,https://pbs.twimg.com/profile_banners/959921752624238593/1522536498,http://pbs.twimg.com/profile_images/961688946202808326/1BLCEBfG_normal.jpg,https://pbs.twimg.com/profile_images/961688946202808326/1BLCEBfG_normal.jpg,19CF86,000000,000000,000000,,,AccessibleVegn,474,,none,https://t.co/gYT3mkomNe,,
,,Sun Sep 08 16:20:12 +0000 2019,,65,,,"https://t.co/iW4PqovjRo
#plantbasedfoods  #vegan  #domainsforsale",,1170733586791772163,1170733586791772163,,,,,,,und,und,recent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,Sat May 22 11:02:25 +0000 2010,,,"Anything and everything Domain and Life related. Yes, I follow back!!",,,,,,,,,,,834,,3911,,3385,True,,146799429,146799429,,,,73,UK,keith carasco,,8B542B,http://abs.twimg.com/images/themes/theme8/bg.gif,https://abs.twimg.com/images/themes/theme8/bg.gif,,https://pbs.twimg.com/profile_banners/146799429/1504713274,http://pbs.twimg.com/profile_images/1084655689/images_1__normal.jpg,https://pbs.twimg.com/profile_images/1084655689/images_1__normal.jpg,9D582E,D9B17E,EADEAA,333333,True,,Domainniche,28153,,none,,,
,,Sat Sep 07 21:27:05 +0000 2019,,81,,,#veganfood #crueltyfree #homemadegourmet #plantbasedfoods https://t.co/QKdJrHmelg,,1170448426280116225,1170448426280116225,,,,,,,und,und,recent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",,,Wed Jul 24 10:15:13 +0000 2013,,,James Kontra-A True Original,,,,,,,,,,,13324,,237,,592,True,True,1617387102,1617387102,,,,48,"Fort Lauderdale, FL",Igor James Weisbrot,,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,,https://pbs.twimg.com/profile_banners/1617387102/1550777061,http://pbs.twimg.com/profile_images/1172584743612878849/oFiCaC9X_normal.jpg,https://pbs.twimg.com/profile_images/1172584743612878849/oFiCaC9X_normal.jpg,002DB3,C0DEED,DDEEF6,333333,True,,IgorWeisbrot,8719,,none,,,
