contributors,coordinates,created_at,display_text_range.0,display_text_range.1,favorite_count,favorited,full_text,geo,id,id_str,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,is_quote_status,lang,metadata.iso_language_code,metadata.result_type,place,possibly_sensitive,retweet_count,retweeted,retweeted_status.contributors,retweeted_status.coordinates,retweeted_status.created_at,retweeted_status.display_text_range.0,retweeted_status.display_text_range.1,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.full_text,retweeted_status.geo,retweeted_status.id,retweeted_status.id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.is_quote_status,retweeted_status.lang,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.place,retweeted_status.possibly_sensitive,retweeted_status.retweet_count,retweeted_status.retweeted,retweeted_status.source,retweeted_status.truncated,retweeted_status.user.contributors_enabled,retweeted_status.user.created_at,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.description,retweeted_status.user.entities.url.urls.0.display_url,retweeted_status.user.entities.url.urls.0.expanded_url,retweeted_status.user.entities.url.urls.0.indices.0,retweeted_status.user.entities.url.urls.0.indices.1,retweeted_status.user.entities.url.urls.0.url,retweeted_status.user.favourites_count,retweeted_status.user.follow_request_sent,retweeted_status.user.followers_count,retweeted_status.user.following,retweeted_status.user.friends_count,retweeted_status.user.geo_enabled,retweeted_status.user.has_extended_profile,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.is_translation_enabled,retweeted_status.user.is_translator,retweeted_status.user.lang,retweeted_status.user.listed_count,retweeted_status.user.location,retweeted_status.user.name,retweeted_status.user.notifications,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.protected,retweeted_status.user.screen_name,retweeted_status.user.statuses_count,retweeted_status.user.time_zone,retweeted_status.user.translator_type,retweeted_status.user.url,retweeted_status.user.utc_offset,retweeted_status.user.verified,source,truncated,user.contributors_enabled,user.created_at,user.default_profile,user.default_profile_image,user.description,user.entities.description.urls.0.display_url,user.entities.description.urls.0.expanded_url,user.entities.description.urls.0.indices.0,user.entities.description.urls.0.indices.1,user.entities.description.urls.0.url,user.entities.url.urls.0.display_url,user.entities.url.urls.0.expanded_url,user.entities.url.urls.0.indices.0,user.entities.url.urls.0.indices.1,user.entities.url.urls.0.url,user.favourites_count,user.follow_request_sent,user.followers_count,user.following,user.friends_count,user.geo_enabled,user.has_extended_profile,user.id,user.id_str,user.is_translation_enabled,user.is_translator,user.lang,user.listed_count,user.location,user.name,user.notifications,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_banner_url,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.protected,user.screen_name,user.statuses_count,user.time_zone,user.translator_type,user.url,user.utc_offset,user.verified
,,Sat Sep 14 16:37:23 +0000 2019,,233,,,"#blackgold
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#nature #natureofinstagram #blackandwhitephotography #blackandwhite #naturelover #pepper #plantcollection #nature_pics #plantsagram #black #plantbasedfoods #naturegood… https://t.co/7N7J9mJJhp",,1172912236991602688,1172912236991602688,,,,,,,und,und,recent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",,,Tue Feb 16 13:16:23 +0000 2010,,,,,,,,,facebook.com/eldhoe.joy,http://www.facebook.com/eldhoe.joy,,23,https://t.co/nqmOEQH46t,6,,171,,165,,True,114740931,114740931,,,,18,Ernakulam,Eldhoe Joy,,0099B9,http://abs.twimg.com/images/themes/theme4/bg.gif,https://abs.twimg.com/images/themes/theme4/bg.gif,,https://pbs.twimg.com/profile_banners/114740931/1496940911,http://pbs.twimg.com/profile_images/1070734116914552832/XCGGe9uq_normal.jpg,https://pbs.twimg.com/profile_images/1070734116914552832/XCGGe9uq_normal.jpg,0099B9,5ED4DC,95E8EC,3C3940,True,,eldhoejoy,606,,none,https://t.co/nqmOEQH46t,,
,,Sat Sep 14 16:21:00 +0000 2019,,135,,,.@USNewsHealth: Can Eating More #PlantBasedFoods Help Manage #Diabetes? Get the answers: https://t.co/4kefaHk1NN #HealthyLiving #Health,,1172908112488960001,1172908112488960001,,,,,,,en,en,recent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,Thu Apr 24 14:02:12 +0000 2014,,,"Smart Meter’s iGlucose® Cellular Diabetes Care Solution - simple, affordable connected health technology for real-time patient-to-provider BG results.",,,,,,iglucose.com,http://www.iglucose.com,,22,http://t.co/qZHJZqxoTi,451,,1120,,325,,,2461687388,2461687388,True,,,31,United States,iGlucose,,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,,https://pbs.twimg.com/profile_banners/2461687388/1524753167,http://pbs.twimg.com/profile_images/989512744461254658/DRHhJkcY_normal.jpg,https://pbs.twimg.com/profile_images/989512744461254658/DRHhJkcY_normal.jpg,0084B4,FFFFFF,DDEEF6,333333,True,,iGlucose,2890,,none,http://t.co/qZHJZqxoTi,,
,,Sat Sep 14 09:31:55 +0000 2019,,233,1,,"Get that burn 🔥.

I love creating new workouts and include as many muscles as possible.

Let me know your feedback after trying this one 💯😏👌🏽

#mobilitytraining #hipmobility #plantbasedfoods #shouldermobility… https://t.co/Ozt8bnKPwn",,1172805165541470208,1172805165541470208,,,,,,,en,en,recent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",,,Sat Dec 15 12:28:08 +0000 2018,True,,Actor,,,,,,,,,,,457,,25,,115,,True,1073917623170228224,1073917623170228224,,,,,Instagram: @mr_dwg,Dewayne,,F5F8FA,,,,https://pbs.twimg.com/profile_banners/1073917623170228224/1562735331,http://pbs.twimg.com/profile_images/1073917959062605826/G00YdWdM_normal.jpg,https://pbs.twimg.com/profile_images/1073917959062605826/G00YdWdM_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,,mr_dwg,385,,none,,,
,,Fri Sep 13 16:30:01 +0000 2019,,118,,,"@WhiteCastle   Celebrates One-Year of the #ImpossibleSlider
https://t.co/TrK4EOsCJ3
#plantbasedfoods #meatalternatives",,1172547992873779200,1172547992873779200,WhiteCastle,,,115704886,115704886,,en,en,recent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<a href=""http://www.falcon.io"" rel=""nofollow"">Falcon Social Media Management </a>",,,Mon Jul 20 13:01:18 +0000 2009,,,Prepared Foods is the leading source of information for those involved in the product development process.,,,,,,preparedfoods.com,http://preparedfoods.com,,22,http://t.co/lSABekvzpb,74,,4273,,90,,,58467156,58467156,,,,133,"Troy, MI",Prepared Foods,,EBEBEB,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,,https://pbs.twimg.com/profile_banners/58467156/1483989995,http://pbs.twimg.com/profile_images/1052964152891895808/k2yjMgdZ_normal.jpg,https://pbs.twimg.com/profile_images/1052964152891895808/k2yjMgdZ_normal.jpg,990000,FFFFFF,FFC387,333333,True,,PreparedFoods,6541,,none,http://t.co/lSABekvzpb,,
,,Fri Sep 13 14:06:00 +0000 2019,,272,,,"People are making the decision to turn towards a #plantbaseddiet, and for good reason! There are so many amazing ways that #plantbasedfoods can improve our lives. They offer fantastic health benefits. Visit https://t.co/QPN6rR4U5D for #plantbasedmeals for the entire week.",,1172511750824050688,1172511750824050688,,,,,,,en,en,recent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,Thu Sep 12 07:19:02 +0000 2019,True,,"Plant-Based Life🥥🥑🍎🥕
Meals delivered to your door. Just only Receive Open Enjoy and reuses 🥑🥕🍉🍌🍓🍎🥝
https://t.co/MdSzFloYPE",fromtheheartbayarea.com,http://www.fromtheheartbayarea.com/,99,122,https://t.co/MdSzFloYPE,,,,,,,,,,,,,1172046215434752000,1172046215434752000,,,,,,From The Heart,,F5F8FA,,,,https://pbs.twimg.com/profile_banners/1172046215434752000/1568273343,http://pbs.twimg.com/profile_images/1172047340351283200/8OdNcgvD_normal.png,https://pbs.twimg.com/profile_images/1172047340351283200/8OdNcgvD_normal.png,1DA1F2,C0DEED,DDEEF6,333333,True,,fromthebayarea,3,,none,,,
,,Fri Sep 13 13:50:19 +0000 2019,,275,1,,#plantbasedmeals #plantbased #plantbasedrecipes #plantbasedfoods #plantbasedeating #plantbasedfoodie #plantbasedmeal #plantbasedvegan #plantbasediet #vegan #vegano #vegans #veganos #veganaf #veganrecipes #veganfoodshare #veganrecipe #vegancommunity #vegansofig #veganjunkfood,,1172507804227080192,1172507804227080192,VEGETALREINO,1172365094996434949,1172365094996434949,849849135238795264,849849135238795264,,und,und,recent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,Thu Apr 06 04:59:58 +0000 2017,True,,VEGETAL REINO • PLANT BASED • EAT GOOD LIVE GOOD • DM INSTAGRAM 👉🏼 @vegetalreino MEALS DELIVERED DAILY,,,,,,,,,,,23,,20,,23,True,,849849135238795264,849849135238795264,,,,,"Los Angeles, CA",VEGETAL REINO,,F5F8FA,,,,https://pbs.twimg.com/profile_banners/849849135238795264/1491455012,http://pbs.twimg.com/profile_images/849850025689571329/PNUkpqly_normal.jpg,https://pbs.twimg.com/profile_images/849850025689571329/PNUkpqly_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,,VEGETALREINO,34,,none,,,
,,Fri Sep 13 01:27:38 +0000 2019,,237,1,,Homemade cheese sauce #homemade #homemadevegancheese #vegan  #veganfit #veganfoood #veganprotein #vgnmofo #veganvegas #beginnervegan #alternativefood #cantbelieveitsvegan #Recipes #plantbasedfoods #plantbasedfood… https://t.co/9XtVTsO40q,,1172320900747673600,1172320900747673600,,,,,,,en,en,recent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",,,Wed Mar 13 02:46:33 +0000 2019,True,,discovering and sharing a healthy lifestyle.,,,,,,,,,,,5,,4,,9,,,1105661394467209217,1105661394467209217,,,,,,Vegan Mofo,,F5F8FA,,,,,http://pbs.twimg.com/profile_images/1105669841644486656/EHvwSfKk_normal.jpg,https://pbs.twimg.com/profile_images/1105669841644486656/EHvwSfKk_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,,_Vegan_Mofo_,20,,none,,,
,,Thu Sep 12 23:43:03 +0000 2019,,266,,,"Chris Kerr, Co-Founder &amp; CEO of Good Catch Foods @goodcatchfoods, appeared on @yahoofinance where he explained the expanding growth &amp; value of plant-based &amp; cell-based food brands. #PlantBasedFoods #GoodCatchFoods #FoodandBeverage https://t.co/c5mzD683LN",,1172294584870658048,1172294584870658048,,,,,,,en,en,recent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,Thu Sep 17 18:53:44 +0000 2009,,,"A full service law firm acting as outside counsel to established market leaders, newly launched enterprises, athletes and entertainers, and governmental bodies.",,,,,,gsblaw.com,http://www.gsblaw.com,,22,http://t.co/8dFh8w4VAA,55,,2435,,2133,,,75084993,75084993,,,,46,,GarveySchubertBarer,,4D4B4D,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,,https://pbs.twimg.com/profile_banners/75084993/1510967364,http://pbs.twimg.com/profile_images/918260785167527936/OIffgqZB_normal.jpg,https://pbs.twimg.com/profile_images/918260785167527936/OIffgqZB_normal.jpg,414242,000000,F5EADC,332A33,,,gsblaw,1681,,none,http://t.co/8dFh8w4VAA,,
,,Wed Sep 11 23:20:10 +0000 2019,,140,,,"RT @danieldandreu: How can we feed the world without overwhelming the planet?

#gamechangers #plantbasedfoods #wastewarriors #powderfoods #…",,1171926434669125633,1171926434669125633,,,,,,,en,en,recent,,,1,,,,Wed Sep 11 22:20:48 +0000 2019,,174,,,"How can we feed the world without overwhelming the planet?

#gamechangers #plantbasedfoods #wastewarriors #powderfoods #zerohunger #zerowaste #startup https://t.co/MEyHgiblIa",,1171911496592515073,1171911496592515073,,,,,,,en,en,recent,,,1,,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>",,,Sun Feb 06 15:47:38 +0000 2011,,,"Nada sucede en contradicción con la naturaleza, sólo en contradicción con lo que sabemos de ella. Un paso al frente en @agrosingularity",linkedin.com/in/danielandreu,http://www.linkedin.com/in/danielandreu,,23,https://t.co/USA9QPNH8g,453,,4883,,2854,True,True,248246021,248246021,,,,214,España,dani andreu,,0F0F0F,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,,https://pbs.twimg.com/profile_banners/248246021/1519232231,http://pbs.twimg.com/profile_images/1066847084681330688/o79dsuru_normal.jpg,https://pbs.twimg.com/profile_images/1066847084681330688/o79dsuru_normal.jpg,1B95E0,404040,1C1C1C,627E91,True,,danieldandreu,19015,,none,https://t.co/USA9QPNH8g,,,"<a href=""https://mkulima.tech"" rel=""nofollow"">zerohunger</a>",,,Fri Feb 01 19:17:13 +0000 2019,True,,#mkulimaforum,,,,,,,,,,,1087,,3229,,3038,True,,1091415190535634944,1091415190535634944,,,,6,,Ag Forum,,F5F8FA,,,,https://pbs.twimg.com/profile_banners/1091415190535634944/1559894680,http://pbs.twimg.com/profile_images/1133754953393221633/CVQc-IPs_normal.jpg,https://pbs.twimg.com/profile_images/1133754953393221633/CVQc-IPs_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,,mkulimaforum,4288,,none,,,
,,Wed Sep 11 22:20:48 +0000 2019,,174,,,"How can we feed the world without overwhelming the planet?

#gamechangers #plantbasedfoods #wastewarriors #powderfoods #zerohunger #zerowaste #startup https://t.co/MEyHgiblIa",,1171911496592515073,1171911496592515073,,,,,,,en,en,recent,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>",,,Sun Feb 06 15:47:38 +0000 2011,,,"Nada sucede en contradicción con la naturaleza, sólo en contradicción con lo que sabemos de ella. Un paso al frente en @agrosingularity",,,,,,linkedin.com/in/danielandreu,http://www.linkedin.com/in/danielandreu,,23,https://t.co/USA9QPNH8g,453,,4883,,2854,True,True,248246021,248246021,,,,214,España,dani andreu,,0F0F0F,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,,https://pbs.twimg.com/profile_banners/248246021/1519232231,http://pbs.twimg.com/profile_images/1066847084681330688/o79dsuru_normal.jpg,https://pbs.twimg.com/profile_images/1066847084681330688/o79dsuru_normal.jpg,1B95E0,404040,1C1C1C,627E91,True,,danieldandreu,19015,,none,https://t.co/USA9QPNH8g,,
,,Wed Sep 11 21:02:26 +0000 2019,,230,,,"💚SPICED VEGETABLE &amp; CHICKPEA BURGERS💚  Lovingly made by hand in store. Gluten free, vegan and organic. #vegan #organic #glutenfree #dairyfree #sugarfree #plantbasedfoods #plantbased #eggfree #melbourne… https://t.co/wzYJtLGXpz",,1171891775033790465,1171891775033790465,,,,,,,en,en,recent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",,,Wed May 02 09:35:42 +0000 2012,True,,Our organic cafes have everything you need that is healthy and organic.,,,,,,tofwd.com.au,http://www.tofwd.com.au,,22,http://t.co/y0UHunQVzM,10,,104,,40,,,568957121,568957121,,,,12,28 Degraves St. Melbourne,Jeanette taylor,,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,,,http://pbs.twimg.com/profile_images/2184113997/tofwd__logo_colour_normal.jpg,https://pbs.twimg.com/profile_images/2184113997/tofwd__logo_colour_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,,TOFWD,879,,none,http://t.co/y0UHunQVzM,,
,,Wed Sep 11 14:09:30 +0000 2019,,140,,,"RT @MeticulousBPlan: Plant-based alternative to Meat Processing - Business Planning Reports

According to #PlantBasedFoods Association, the…",,1171787858245369858,1171787858245369858,,,,,,,en,en,recent,,,1,,,,Wed Sep 11 11:49:27 +0000 2019,,270,1,,"Plant-based alternative to Meat Processing - Business Planning Reports

According to #PlantBasedFoods Association, the sale of plant-based products has increased 16% in 2018-19. https://t.co/1AY2hCIvSY 

#plantbasedalternativetomeat #meatprocessingbusiness #foodindustry",,1171752612510650368,1171752612510650368,,,,,,,en,en,recent,,,1,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,Fri Nov 17 11:55:15 +0000 2017,,,"We always believe in innovation, productivity and success of our clients.",meticulousbplans.com,http://www.meticulousbplans.com,,23,https://t.co/I7zZUfu8oo,2,,96,,7,,,931490916984012800,931490916984012800,,,,1,"Pune, India Ofiice 401, Fourth Floor, Pushpak Business Hub, Pune-Mumbai Highway Wakad, Pune, India. Pin Code -411057",Meticulous Business Plans,,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,,https://pbs.twimg.com/profile_banners/931490916984012800/1536135761,http://pbs.twimg.com/profile_images/1095660814634229760/gdfElsEY_normal.png,https://pbs.twimg.com/profile_images/1095660814634229760/gdfElsEY_normal.png,032532,000000,000000,000000,,,MeticulousBPlan,628,,none,https://t.co/I7zZUfu8oo,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,Sun May 05 09:31:27 +0000 2013,,,"A seasoned startup mentor and consultant. Young, energetic and result oriented person. Individual with go-getter attitude and always a positive thinker.",,,,,,meticulous.in,http://www.meticulous.in,,23,https://t.co/Toxq1t0nQt,2256,,119,,146,,True,1404600236,1404600236,,,,4,Pune / Mumbai / Bangalore,Yogesh Thite,,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,,https://pbs.twimg.com/profile_banners/1404600236/1560773243,http://pbs.twimg.com/profile_images/847725391951257603/hxiW6jF__normal.jpg,https://pbs.twimg.com/profile_images/847725391951257603/hxiW6jF__normal.jpg,ABB8C2,C0DEED,DDEEF6,333333,True,,StartupwithYogi,2095,,none,https://t.co/Toxq1t0nQt,,
,,Wed Sep 11 13:49:06 +0000 2019,,140,,,"RT @JamesWoewoda: Kite Hill, co-founded by the creator of Impossible Foods, looks to be gaining traction, too
https://t.co/lpLnIWM7qO
#Kite…",,1171782722462732288,1171782722462732288,,,,,,,en,en,recent,,,1,,,,Tue Sep 10 13:46:48 +0000 2019,,262,,,"Kite Hill, co-founded by the creator of Impossible Foods, looks to be gaining traction, too
https://t.co/lpLnIWM7qO
#KiteHill #Startups #VentureCapital #PlantBasedFoods #Vegan #Cheese #Milk #Soy #Almonds #Yogurt #Dairy #Hayward #California #WoewodaCommunications",,1171419755984457728,1171419755984457728,,,,,,,en,en,recent,,,1,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,Sun Oct 18 15:25:07 +0000 2009,,,"Woewoda Communications is one of Canada’s leading strategic communications firms. We work with Canadian VC's, PE's, Angels, Foundations/Trusts, and Start-ups.",WoewodaCommunications.com,http://www.WoewodaCommunications.com,,23,https://t.co/WUljTQsBIr,19,,351,,1350,,,83383002,83383002,,,,17,"Vancouver, Canada",WoewodaCommunication,,000000,http://abs.twimg.com/images/themes/theme5/bg.gif,https://abs.twimg.com/images/themes/theme5/bg.gif,,https://pbs.twimg.com/profile_banners/83383002/1468725299,http://pbs.twimg.com/profile_images/1014635723553628160/tof7dJW3_normal.jpg,https://pbs.twimg.com/profile_images/1014635723553628160/tof7dJW3_normal.jpg,E81C4F,000000,000000,000000,,,JamesWoewoda,2147,,none,https://t.co/WUljTQsBIr,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,Sun Oct 18 15:25:07 +0000 2009,,,"Woewoda Communications is one of Canada’s leading strategic communications firms. We work with Canadian VC's, PE's, Angels, Foundations/Trusts, and Start-ups.",,,,,,WoewodaCommunications.com,http://www.WoewodaCommunications.com,,23,https://t.co/WUljTQsBIr,19,,351,,1350,,,83383002,83383002,,,,17,"Vancouver, Canada",WoewodaCommunication,,000000,http://abs.twimg.com/images/themes/theme5/bg.gif,https://abs.twimg.com/images/themes/theme5/bg.gif,,https://pbs.twimg.com/profile_banners/83383002/1468725299,http://pbs.twimg.com/profile_images/1014635723553628160/tof7dJW3_normal.jpg,https://pbs.twimg.com/profile_images/1014635723553628160/tof7dJW3_normal.jpg,E81C4F,000000,000000,000000,,,JamesWoewoda,2147,,none,https://t.co/WUljTQsBIr,,
,,Wed Sep 11 11:49:27 +0000 2019,,270,1,,"Plant-based alternative to Meat Processing - Business Planning Reports

According to #PlantBasedFoods Association, the sale of plant-based products has increased 16% in 2018-19. https://t.co/1AY2hCIvSY 

#plantbasedalternativetomeat #meatprocessingbusiness #foodindustry",,1171752612510650368,1171752612510650368,,,,,,,en,en,recent,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,Fri Nov 17 11:55:15 +0000 2017,,,"We always believe in innovation, productivity and success of our clients.",,,,,,meticulousbplans.com,http://www.meticulousbplans.com,,23,https://t.co/I7zZUfu8oo,2,,96,,7,,,931490916984012800,931490916984012800,,,,1,"Pune, India Ofiice 401, Fourth Floor, Pushpak Business Hub, Pune-Mumbai Highway Wakad, Pune, India. Pin Code -411057",Meticulous Business Plans,,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,,https://pbs.twimg.com/profile_banners/931490916984012800/1536135761,http://pbs.twimg.com/profile_images/1095660814634229760/gdfElsEY_normal.png,https://pbs.twimg.com/profile_images/1095660814634229760/gdfElsEY_normal.png,032532,000000,000000,000000,,,MeticulousBPlan,628,,none,https://t.co/I7zZUfu8oo,,
,,Wed Sep 11 02:31:10 +0000 2019,,113,,,Is it really possible that #plantbasedfoods such as the Impossible Whopper are healthful? https://t.co/LTHsTODClR,,1171612117063086081,1171612117063086081,,,,,,,en,en,recent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,Mon Mar 01 19:12:19 +0000 2010,,,"#PublicHealth #Health #Science #Technology & #Culture Providing you with news, information & data you can use, in real time, Betty C. Jung MPH RN MCHES®",,,,,,bettycjung.net,http://www.bettycjung.net,,22,http://t.co/GbkiytD6Zk,987,,538,,134,,,118788479,118788479,,,,416,United States,Betty C. Jung,,59472F,http://abs.twimg.com/images/themes/theme19/bg.gif,https://abs.twimg.com/images/themes/theme19/bg.gif,,https://pbs.twimg.com/profile_banners/118788479/1431319262,http://pbs.twimg.com/profile_images/1004778702780141568/f5yR8DAA_normal.jpg,https://pbs.twimg.com/profile_images/1004778702780141568/f5yR8DAA_normal.jpg,1B95E0,000515,061127,827972,True,,bettycjung,102106,,none,http://t.co/GbkiytD6Zk,,
,,Tue Sep 10 20:33:00 +0000 2019,,234,5,,"So excited by all the new women-led innovations at this year's #ExpoEast. As a women owned and led company, we see this as not just a trend, but how business grows for the future. #womenowned #changeagents #plantbasedfoods #innovation https://t.co/TNeuwnLanu",,1171521980933083137,1171521980933083137,,,,,,,en,en,recent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,Mon Apr 26 17:43:14 +0000 2010,,,SRG is a brand consultancy and advertising agency that works across the entire lifecycle of a brand.,,,,,,srg.com,http://www.srg.com,,22,http://t.co/XqXBqC8qmu,274,,2144,,968,True,,137414007,137414007,,,,128,"Boulder, CO",SRG,,080808,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,,https://pbs.twimg.com/profile_banners/137414007/1568063379,http://pbs.twimg.com/profile_images/1171168808393957378/f6xvJbpM_normal.jpg,https://pbs.twimg.com/profile_images/1171168808393957378/f6xvJbpM_normal.jpg,0084B4,FFFFFF,DDEEF6,333333,True,,SRGbuzz,831,,none,http://t.co/XqXBqC8qmu,,
,,Tue Sep 10 13:46:48 +0000 2019,,262,,,"Kite Hill, co-founded by the creator of Impossible Foods, looks to be gaining traction, too
https://t.co/lpLnIWM7qO
#KiteHill #Startups #VentureCapital #PlantBasedFoods #Vegan #Cheese #Milk #Soy #Almonds #Yogurt #Dairy #Hayward #California #WoewodaCommunications",,1171419755984457728,1171419755984457728,,,,,,,en,en,recent,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,Sun Oct 18 15:25:07 +0000 2009,,,"Woewoda Communications is one of Canada’s leading strategic communications firms. We work with Canadian VC's, PE's, Angels, Foundations/Trusts, and Start-ups.",,,,,,WoewodaCommunications.com,http://www.WoewodaCommunications.com,,23,https://t.co/WUljTQsBIr,19,,351,,1350,,,83383002,83383002,,,,17,"Vancouver, Canada",WoewodaCommunication,,000000,http://abs.twimg.com/images/themes/theme5/bg.gif,https://abs.twimg.com/images/themes/theme5/bg.gif,,https://pbs.twimg.com/profile_banners/83383002/1468725299,http://pbs.twimg.com/profile_images/1014635723553628160/tof7dJW3_normal.jpg,https://pbs.twimg.com/profile_images/1014635723553628160/tof7dJW3_normal.jpg,E81C4F,000000,000000,000000,,,JamesWoewoda,2147,,none,https://t.co/WUljTQsBIr,,
